categoria,review
1,"Bom dia, tudo perfeito, nota, 100000000"
1,"Agradeço a presteza e agilidade. Obrigada, mais uma vez."
1,Agradeço a atenção e parabenizo pela presteza e rapidez na resposta e no interesse em resolver o problema!
1,Bom dia Valéria! Parabéns pelo profissionalismo atendimento para  renovação do meu empréstimo.
1,agradecer pela presteza e celeridade na emissão e envio do cartão smiles.
1,Obrigado pelo empenho eficiência e  profissionalismo .
1,"gostaria de agradecer pela gentileza e pelo profissionalismo ontem, vc foi 10."
1,"Mtoo obrigadaaa!! Melhor Gerente!!! Kkk parabéns pelo profissionalismo Julio, smp com excelência no atendimento seus clientes"
1,"Muito bem, fico muito satisfeita. E bem como aprecio a agilidade que vocês tem nos prestado com eficiência e cordialidade. Muito agradecida pelos problemas que foram resolvidos."
1,Agradeço mais uma vez a sua atenção e o cuidado do BB com seus clientes.
1,Agradeço eu pelo retorno e esclarecimentos. Muito bom atendimento.
1,Agradeço enormemente a atenção nesse pedido!
1,Agradeço demais seu empenho e dedicação. Fiquei muito feliz e satisfeita. 
1,"Muito bom, essa é uma realidade que muitas vezes tivemos que enfrentar caladas, chorar sozinhas. Sinto orgulho, amparo. Esse é o nosso Banco! Muito orgulho em pertencer! "
1,Muito. Linda parabens
1,interessantíssima! Parabéns!
1,Funcionários  competentes e atenciosos. Parabéns!
1,Boa tarde. Fui ao banco e um atendente resolveu o meu problema. Obrigado pela atenção.
1,"Muito bom, essa é uma realidade que muitas vezes tivemos que enfrentar caladas, chorar sozinhas. Sinto orgulho, amparo. Esse é o nosso Banco! Muito orgulho em pertencer! ??"
1,Muito. Linda parabens
1,#EUFUI #CCBBSP interessantíssima! Parabéns!
1,Sou cliente do Banco do Brasil  agência  Praia  da Costa  Vila Velha Esp Santo.  Funcionários  competentes e atenciosos. Parabéns!
1,Bom dia! Passando para agradecer...   Obrigada BANCO DO BRASIL ????  Vocês são 10  Muito agradecida mesmo.
1,Parabéns!
1,excelente atendimento!
1,Gosto de ser atendido por você
1,Vc merece elogios! Parabens pela competencia e disposicao a ajudar o cliente!!
1,Pela competencia e eficiência
1,"Mais uma vez, Sra. Walquimaria, agradeço sua atenção, sem deixar de observar que não é atoa que ocupa o lugar senão prla competencia e respeito"
1,Obrigado pela vossa atencao. Competencia e profissionalismo. Abraco
1,"Sim, será respondida, destacando a eficiência e presteza com as quais sempre nos atende!"
1,Por hora fiquei impossibilitado de contrair o empréstimo rural. Muito agradecido pela eficiência e atendimento. Obrigado. Abs
1,Entreguei os papéis da prorrogação para sua assessora que por sinal me atendeu com muita eficiência!
1,O que preciso muito é que baixe a restrição com urgência ! 
1,Agradeço muito o atendimento e eficiência !
1,Ok Grazielle! Obrigado p atendimento e parabéns p eficiência... Será um prazer te-la como minha gerente. O Alexandre foi muito eficiente...
1,Obg pela eficiência e cortesia. Grato .
1,"Boa Tarde! Desejo a  toda a Equipe desta Agência um Feliz e Próspero Ano Novo. Agradeço muito pela atenção que todos têm dispensado a mim e minha Família.  Estou muito satisfeito com a atenção , prontidão, eficiência e disponibilidade de todos.. Parabéns!"
1,Muito obrigado pela atenção dispensada. Pela rapidez e eficiência...... Que Deus ilumine o Banco do Brasil.
1,"Muito obrigada pela atenção e eficiência, está de parabéns essa equipe!"
1,Muito obrigado pela atenção e eficiência
1,Amanda mais uma vez obrigado pela eficiência e profissionalismo.
1,Parabéns pela sua eficiência!!!
1,Obrigada pela rapidez e eficiência!!! :) Boa noite!!!
1,e muito obrigado pela eficiência e atenção!!
1,"Nossa, que eficiência. Muito obrigado e ótima semana."
1,pela eficiência e atenção
1,Assim!!  Muito obrigado. Você é eficiência rs.
1,"Novamente, meu muito obrigado!!! Excelente atendimento, presteza e eficiência!"
1,Muito obrigado Fellipe! Deu tudo certo aqui. Nota 10 para a eficiência do Banco do Brasil neste caso.
1,Quanta eficiência! Kkkk
1,"Éder, muito agradecida pela sua eficiência!!!"
1,Que eficiência =O<û=O<û=O<û=O<û=O<û
1,Agradeço tua atenção e eficiência guilherme
1,Parabéns pela eficiência !!!
1,Isso é que é eficiência!!
1,e a eficiência  do meu gerente
1,"Lucienne, consegui emitir os cheques. Agradeço a eficiência =)"
1,Sei que sua parte você sempre faz com muita eficiência...
1,Obrigado pela eficiência de sempre!
1,Pela eficiência de vcs adoro o Banco do Brasil.
1,Eu conheco o seu trabalho e dedicacao aos clientes.  Bom dia para vc.
1,Eu so tenho a agradecer pela sua atencao e dedicacao comigo. Nao trnho nada a reclamAR.
1,sr Leando  venho rb agradecer ao sr pela dedicacao paciencia por me atender  todos esses anos muito grata Deus te abençoe  e te ilumine
1,Obrigada pela dedicacao
1,Ok. Muito obrigado Marcus pela sua paciencia e dedicacao.
1,gostaria apenas de agradecer todo empenho e dedicacao dos funcionarios do BB..MUITO OBRIGADO...
1,Impressionante o nivel de descaso
1,"Agradeco sua dedicacao, educacao e presteza no atendimento."
1,Documentos encontrados. Funcionários da agência ótimos no atendimento e dedicação ao cliente. Obrigada.
1,Edielson muito obrigada por todo o empenho e dedicação. Você tem me ajudado a resolver muitas coisas. =O
1,"Oi Carla, que notícia boa. Agradeço a disposição e dedicação. Muito obrigada!"
1,Ok obrigado espero que consiga!! Leve ao conhecimento deles os anos de parceria com BB. mais uma vez obrigado pela sua dedicação!!!! abs
1,"Estou contando com vossa assertividade, profissionalismo e dedicação, para me dar soluções de (NEGOCIOS)."
1,Muito obrigado Alexndre pela sua dedicação!  Valeu bom trabalho
1,Agradeço a presteza e dedicação de sempre.
1,"parabens rafael, se puder registrar os elogios fico feliz. Atendimento prestativo e responsivo muito bom. Está de parabens."
1,Muito obrigada pelo zelo de sempre com seus clientes....se valer o elogio...vc é uma gerente nota dez....até breve querida...super bjo
1,Agradeço e elogio a rapidez no atendimento da solicitação. Lúcia F S Resplandes
1,"Não a sua pois do seu atendimento só tenho elogios! Me atende e me ajuda sempre! Não tenho do que reclamar, só agradecer"
1,Muito obrigada  vc é  muito  prestativa só  elogios muito gentil obrigada pela paciência =O=O=O=O
1,Assim que tiver um tempo vou registrar um elogio pra você
1,o atendimento é otimo e merecedor de elogios
1,Só tenho elogios para o banco durante estes anos !
1,"Como elogio, excelente esse meio de comunicação cliente/banco, extremamente satisfeito até agora com o atendimento, estão de parabéns."
1,Muito obrigada. Bom trabalho. Eu sp te elogio.Bc é muito eficiente  e vc se preocupa com seus clientes. Atitude rara nos nossos colegas. Par
1,"O gerente Eduardo me ligou e conseguiu resolver, foi muito eficiente e prestativo, registro meu elogio."
1,Tenho um elogio a fazer: sensacional o aplicativo do BB. Prático e fácil!
1,PRA FINALIZAR MAIS UM ELOGIO: ESTILO E MINHA GERENTE SUPERARAM MINHA EXPECTATIVAS!!!!bjussss
1,Gostaria de fazer um elogio ao atendimento da ESTILO NILO PEÇANHA...em especial ao colega Edegar. Muito eficiente.
1,"Por favor agradeça ao Evandro por mim e repasse ao Gerente Geral o elogio, pois desde a abertura da Agência, foi a primeira vez, que fui atendida com cordialidade e me senti feliz em ser cliente do BB. Obrigada!"
1,"Entendi muito obrigado mesmo Gladis, vc é muito prestativa eficiente, fica aqui registrado meus cumprimentos e elogios."
1,"Gostaria de parabenizar o BB por esse canal e pelo atendimento  prestado por todos. Se tiver algum 0800 para registrar elogio, fineza me informar. Att. Conceição"
1,"Bom dia para você Ana, quero manifestar minha gratidão pelo profissionalismo, gentileza, com que fui atendido pela Sra Silvana, no dia 2 de"
1,"Você foi o único, entre 3 gerentes que conversei sobre o meu problema, que de fato o resolveu. Excelente atendimento e profissionalismo!"
1,Amanda mais uma vez obrigado pela eficiência e profissionalismo.
1,"Fernando, vc é um ótimo funcionário e eu particularmente gosto do seu profissionalismo. Espero que não tenha problemas fazer essa mudança."
1,"Obrigada! Ajudou muito, parabéns pelo profissionalismo. Devido esse compromisso que vc tem conosco,correntistas que eu não migro. Bjs"
1,"Jucelino, muito obrigada por todos os esclarecimentos e gentileza, além do profissionalismo. Muito bom poder contar com o Banco do Brasil através de você."
1,"Ao Sr. Gustavo, mais uma vez obg pelo profissionalismo em me orientar solucionando meus pedidos. Parabens!"
1,Valeu Ítalo pela atenção e profissionalismo
1,Dedicação e profissionalismo
1,Agradeço toda atenção e profissionalismo. Sucesso para vc!
1,Diogo mais uma vez agradeço a gentileza e profissionalismo! SEMPRE fui muitooooo bem atendida por Luciene!
1,Quero agradecer o seu grande profissionalismo...e sua doce e amigável ajuda. Vc fez uma grande diferença  na minha visão junto ao BB
1,"Consegui!Obrigado, você é muito atenciosa.Parabéns pelo profissionalismo...Bom fim de semana."
1,"Obrigado pelo apoio, paciência e profissionalismo."
1,Gostaria de agradecer a sua atenção e enaltecer o seu profissionalismo.
1,muito obrigada pela presteza e pelo profissionalismo.
1,Conto com seu profissionalismo e entendimento
1,"Obrigada. Mais uma vez, nota mil pela eficiência e profissionalismo. Obrigada"
1,"Não é bajulação, tampouco exagero ou mentira.  Seu profissionalismo é excelente e nos faz bem e se sentir em casa. É um toque humano à uma entidade financeira.   Grato SEMPRE."
1,"queria resaltar,embora com,bastante atraso,meu reconhecimento de competência e profissionalismo do Mauro que me atendeu nesse dia do ocorrido.PARABENS!"
1,Assunto resolvido pelo Sr. Michael profissional que prestou servico com alto grau de profissionalismo e muito objetivo.
1,"Parabéns pelo seu profissionalismo e obrigada pelo empenho, raros nos dias de hoje. Beijos"
1,Ok obrigado pela sua ajuda e profissionalismo..
1,"Ok, Paulo. Ainda não havia utilizado o serviço de falar com o gerente. Estou muito satisfeito pela atenção! Obrigado"
1,"Obrigado pelo atendimento. Estou realmente muito satisfeito. Se tiver algum lugar p elogiar, p favor me indiquem"
1,Sou muito satisfeito com o trabalho de vocês
1,Tô muito satisfeito com esse meu pacote de serviços
1,Muito obrigado Wanderlei e BB!! Muito satisfeito com a qualidade no atendimento. 
1,"Sim, fiquei muito satisfeito, foi de muita valia as informações prestadas!"
1,Um abraço e obrigado pelo atendimento... Nota 10.
1,Ok. Rodrigo. Muito grato pela atenção. Atendimento via chat está nota 10
1,"Não posso deixar de agradecer, imensamente, toda a atenção e paciência no atendimento de vcs, Andreia e Tiago. Muito obrigada mesmo. Nota 10"
1,Obrigado Thays! Você sempre foi nota 10 comigo. Obrigado mesmo!
1,Sim claro! Obrigado pelo atendimento sempre nota 10.
1,"Deu certo, muito obrigado, atendimento nota 1000, =O<û=O<û=O<û=O<û=O<û=O<û=O<û=O<û=O<û=O<û"
1,Muito obrigado Fellipe! Deu tudo certo aqui. Nota 10 para a eficiência do Banco do Brasil neste caso.
1,"Muito obrigado mesmo, pela atenção a minha pessoa dispensada, vocês tem sido como direi nota 10"
1,Muito obrigada! Atendimento nota 10!
1,"Nossa, muito obrigado. "
1,Adorei esse novo serviço de bate papo direto com vc. 
1,Onde eu aperto pra dar nota 1000?
1,Kawany... estou muito satisfeita com seu atendimento.  Nota 10.
1,"Muito obrigado novamente, você é nota 10 no atendimento!"
1,Vocês conseguiram os cartões para mim!!! Estou tão emocionada!!! Que luxo! Vou ficar chique demais! Isso é top!!! Vocês são nota 10!!!
1,"Muitíssimo obrigado, sempre prestativa e atenciosa, gerente nota 10, Deus te abençoe Patrícia."
1,"Deu certo Marli. Mais uma vez, muito obrigada! Atendimento nota 1000!!!!"
1,"Você é ótima!  Nota 1000! Estou super satisfeita com o seu atendimento,  atenção e ajuda. Obrigada querida Marly! Deus te abençoe!"
1,Ok. Ivanilde.  Pode deixar.  Estarei colocando nota 1000.rsrsrd. Abraços. Fico no aguardo Segunda.
1,"Gabriel, vc é nota 10!"
1,Atendimento nota 10!
1,Grato. Já atendido e muito bem atendido. Nota 10
1,Obrigado Vanessa novamente pelo atendimento... 100
1,Nossa muito obrigado que bom agradeço sua atenção vcs são demais atendimentos nota 10
1,Muito obrigada! Nota 1000 O atendimento prestado. Parabéns! =
1,"Oi Bom dia ""gerente nota 10"
1,"Vou confirmar o pacote, vc é nota 10. Obrigada."
1,"Obrigada, Guilherme! Vc sempre pronto pra me ajudar! Nota 10! Bom fds"
1,Vc é nota 1000
1,Tudo resolvido obrigado pelo atendimento nota 100000000
1,Vcs são ótimos. Atendimento nota 10
1,Bom dia!! Tudo ok!! Muitíssimo obrigado pela agilidade e prestatez!! Eficiência e competência nota 10!!
1,Manda avaliação ai vcs são nota 10
1,"Muito obrigada Giovana, nota 10 . Simpatica e um atendimento perfeito. O seguro vou analizar e entrar em contato ok! Tenha uma òtima noite."
1," Bianca.Queria te agradecer, a atenção a minha solicitação.nota 1000..pra gerente.bjs"
1,Nota 10 o atemdimento
1,Feito. Muito obrigado pelo apoio. Nota 10
1,"Obrigada Janaína, você é nota dez!!!"
1,Muito obrigada pelo zelo de sempre com seus clientes....se valer o elogio...vc é uma gerente nota dez....até breve querida...super bjo
1,Tu és nota dez valeu.
1,"Só isso, Carla. Seu atendimento foi nota dez."
1,vou dar nota dez p o banco e mil p meu gerente  pela sua eficiencia
1,"Nota dez o atendimento virtual, ajuda muito"
1,Ok atendimento nota dez
1,"Obg Márcio,pela sua paciência comigo. Já vi aqui. Só depois de 24h. Vc é um funcionário nota dez.Bom trabalho!"
1,"Rodrigo: Eficiência Nota Dez, Dez!!!!"
1,"Sr. Leonardo, peço desculpas mas só agora vi sua msg. Na realidade eu é quem tenho que agradecer seu atendimento e atenção. Tudo nota Dez."
1,Obrigado pela atenção. Atendimento nota dez. Valeu. Abraço
1,Obrigado. Nota dez aí pelo atendimento . Abraço
1,"Obrigado pelo pronto atendimento, como sempre. Você é uma gerente nota DEZ"
1,Liliane é uma profissional nota dez ...esclareceu minhas dúvidas com muita paciência e objetividade .... muito obrigada .
1,"Boa tarde, Leandro! Obrigada! Vc continua demais, gerente nota DEZ."
1,"Bom dia! Mais uma vez, muito obrigado pelo seu atendimento Edilene! Você foi nota dez! Já confirmei a adesão ao pacote Estilo Digital."
1,"Recebido, muito obrigado, atendimento nota dez sempre"
1,Pela eficiência de vcs adoro o Banco do Brasil.
1,Adoro o banco do brasil pra mim é  um  dos melhores  banco
1,Nunca aconteceu isto adoro o banco do brasil acho super seguro
1,Faz anos que tenho conta com vcs e adoro o Banco do Brasil.
1,"Mas não quero ter que fazer isso. Adoro o Banco do Brasil, pra mim é o melhor."
1,Praticidade!
1,E bom
1,Muito bom.
1,Muito bom
1,Funciona bem
1,Muito util e pratico
1,Bom e rápido!
1,Dos que já tive acesso o app do BB é o mais intuitivo e prático. Amo
1,Consigo fazer tudo oq preciso sem sair de casa.
1,Objetivo
1,Pra min funciona divinamente!
1,Atende as funções desejadas
1,Ótimo  sem palavras
1,Rápido e fácil de usar
1,Só falta sair dinheiro pelo celular! Haha
1,Muito bom
1,Faz todas as operações
1,Muito bom
1,"O melhor, sem dúvidas!!!"
1,Tem tudo que preciso.
1,Exelente APP
1,Bom
1,Ótimo
1,Quero dar os parabéns pelo excelente app do BB. Sou um usuário assíduo e não me vejo mais sem este aplicativo!
1,Muito bom.
1,"Ótimo aplicativo, liberei alguns serviços no banco para usar via celular e agora tenho mais agilidade nas transações financeiras. Eu recomendo."
1,Muito show de bola
1,Me ajuda muito. Na correria do dia a dia super recomendo
1,Recomendo a todos os clientes do banco.
1,Muito bom
1,MT útil
1,Muita praticidade.
1,Ótimo
1,Muito bom mesmo
1,Muito prático
1,Bom
1,Atendeu tudo o que eu esperava
1,Muito
1,Muito bom
1,Bom muito útil para o dia a dia
1,Ótimo
1,"Muito bom, facilita muito as coisas"
1,Funciona muito bem!
1,"Prático, cumpre o que promete."
1,Funciona muito bem!
1,Atende em tudo que eu preciso sempre.
1,"Prático, ajuíza todas as minhas transações comerciais."
1,Muito bom mesmo
1,Otimiza minha vida financeira
1,Muito bom
1,Sempre me auxiliando quando necessito
1,Funciona bem!!
1,Ótimo
1,O melhor
1,Muito bom. Eu indico
1,Exelente
1,Facilita muito.
1,Melhor ter esse aplicativo do que ir no banco do Brasil
1,Amo esse aplicativo
1,Bem bacana
1,Fantástico
1,Muito util
1,Bem prático!
1,Excelente
1,Um aplicativo aí e está evoluindo '-'
1,Ótimo aplicativo
1,Bom App
1,Muito prático. Recomendo
1,Facilita muita coisa. Otima escolha
1,Ameiii
1,Faço todas as minhas correrias de banco por aqui. App muito bom!
1,O Banco todo no celular! Muito bom!
1,Adorei podem baixar.
1,Ótimo
1,Muito bom gostei ótimo Parabéns so gostaria de saber si o cartão chega em casa mesmo ?
1,Tudo o que precisa de um banco.
1,"Exelente me ajuda muito,, depois do aplicativo,  acabou àquela velha história de passar vergonha por não lembrar quanto tenho de limite no cartão ou na conta kkkk super indico"
1,Dá pra fazer praticamente tudo com o aplicativo.
1,Muito bom! Pode baixa
1,Faço tudo por ele
1,Muito bom e funcional.
1,Show de bola
1,Muito bom e fácil de mais para usar
1,Muito bom....ele nos polpa muito tempo...
1,Adorei é muito prático!
1,Excelente aplicativo!
1,"Simples, prático, rápido e sem frescura, muito melhor que o de outros bancos em relação a praticidade."
1,Bem cômodo poupa tempo e dinheiro ao mesmo tempo.
1,Use esse código fy8kwkjgue na aba de promocoes ganhe 3 viagens grátis. ... eu ganhei! É maravilhoso!!! Vamos lá galera aproveitem....
1,"Muito bom, adorei"
1,Recomendo !!!!!!!!
1,Show de bola top
1,Prático
1,Facilita a vida
1,Fácil e rápido!!
1,Raramente vou a uma agência bancária; faço quase tudo que preciso com este aplicativo. Nota 10!
1,Top
1,Muito bom
1,Muito bom
1,App muito útil muito bom
1,Dá pra ver e ter o controle de tudo.
1,"Excelente aplicativo, não trava, bem seguro, facilitou a vida referente a pagamentos de boletos e consigo verificar minha conta onde quer que eu esteja sem necessidade de ter que se locomover."
1,Faço muitas das transações financeiras sem precisar ir ao banco. E com segurança.
1,"Ótimo aplicativo, seguro e rápido. Como sempre o banco do Brasil inova e dá de lavada."
1,Muito util eu uso pra tudo
1,Muito bom
1,Gostei do APP...
1,Muito bom
1,Esse aplicativo facilitou minha vida hehe
1,"Facilita tudo, muito bom!"
1,Muito bom
1,Muito bom
1,Muito prático maravilhoso
1,"Simples, objetivo e direto."
1,Atende minhas necessidades
1,"Vei, é bom"
1,"Atende, muito bem, às minhas necessidades."
1,Fácil e prático de usar
1,Até agora não tive problemas
1,Muito bom
1,Muito bom mesmo!
1,Muito bom
1,"Pra mim, melhor App de banco."
1,"Muito bom! Facilita muito nosso dia a dia, diminuindo as idas.ao banco."
1,Bom
1,"Adoro esse aplicativo , nota 10 ."
1,consigo resolver muita coisa da minha vida financeira através dele!
1,Fácil e sem problemas!
1,Ótimo pra pagar boletos *-*
1,Ameiii recomendo
1,Super indico
1,Muito prático
1,"Simples e rápido, a nova atualização está excelente!"
1,Fácil e prático para seu dia a dia
1,"Bastante útil, parabéns p/ BB."
1,Muito bom !
1,Bom
1,Muito prático. ótimo aplicativo
1,Ótimo app.
1,O site é funcional e intuitivo.
1,"Aplicativo atende ao que se propõe. Até então, não houve problemas com segurança."
1,Ótimo app... funciona coretamente  rápido e de qualidade.
1,"Ótimo, não tive bugs ou problema algum, funciona perfeitamente."
1,"Depois da atualiazaçao os bugs/erros foram solucionados, o layer da pagina ficou mais fluido e dinamico, abrindo novas operaçoes no menu, sem mais o app esta otimo."
1,Funciona mesmo.
1,Muito bom!!!
1,Muito bom
1,App estável e útil.
1,"Muito bom mesmo, pratico e facil de usar"
1,"Bem completo, nunca tive problemas."
1,Contribui e muito para agilizar o nosso auto atendimento!
1,Facilita muito
1,"Me atende perfeitamente! Bem simples, seguro e sem burocracia como o bradesco que você tem que ir na agência cadastrar. Parabens bco Brasil"
1,Otimo
1,Facilidade total.
1,"O programa é excelente, mas depois da última atualização não ta entrando."
1,Tudo d bom
1,Otimo
1,Muito bom!!
1,"Atende todas as minhas necessidades, faço tudo o que preciso direto no aplicativo"
1,Excelente aplicativo !
1,Prático e completo
1,100% funcional
1,"Cumpre o que promete, faço todas as minhas transações em casa."
1,Obrigado aos criadores
1,Funciona sem travar. Seguro.
1,ND a reclamar
1,Útil e ágil...
1,Fantástico!!  Muito útil.
1,Exelente app
1,Muito bom app!!!
1,Excelente app.
1,Muito bom
1,Excelente
1,"Simples, rápido e com todas as funções necessárias no dia a dia!"
1,"Simples,prática e muito eficiente!"
1,muito bom
1,Até agora responde de maneira positiva as minhas expectativas. Atende de maneira significativa minhas necessidades.
1,Muito bom
1,Gostei muito do aplicativo ele me ajuda o tempo todo quem na verdade não preciso perder aquele tempo em fila de banco para poder resolver meus problemas posso resolver tudo por aqui só meu cartão que ainda não chegou mas está tudo tranquilo na minha conta esses dias então vou dar um desconto para eles.
1,Ótimo
1,Otimo
1,Completo
1,Excelente aplicativo
1,Muito bom
1,Supre minha necessidade que não é grande...
1,Muito bom
1,"Não entra mais, depois que coloca a senha só fica carregando! Poxa, BB, com tantas reclamações, vcs já podiam ter consertar isso..."
1,"Aplicativo ótimo quanto proporcionar facilidades, no entanto essa semana está demonstrando inconsistência e muitos erros. Não faz o login e quanto realiza não processa nenhum comando solicitado. Por favor, melhorem!"
1,Muito bom o aplicativo :)
1,Ótimo
1,Show de bola
1,Aqui 100%
1,Muito completo.
1,Ele consegue ser melhor que o banco kkkkkk
1,Prático e rápido
1,Facilita muito.
1,Ágilidade e praticidade
1,"Bom, rápido e de fácil entendimento."
1,"O APP é muito bom, mas agora estou liso kkkkk"
1,Rápido e prático.
1,Bom
1,Muito bom
1,Muito prático.
1,Ótimo APP atende as expectativas.
1,"App perfeito faço tudo por ele, só vou na agência para sacar quando preciso usar dinheiro em espécie. Parabéns"
1,"Muito bom, super fácil de mexer."
1,Faz 1 ano que uso este aplicativo ete agora.nao tive problemas..funciona perfeitamente.recomendo a todos.facilita muito.
1,Gostei muito e recomendo.
1,Muito bom!
1,App e otimo tudo que preciso da p se fazer p ele .. excelente
1,Excelente aplicativo.
1,Perfeito!
1,Otimo
1,Excelente
1,"Muito bom o aplicativo, muito fácil navegação e supre todas as minhas necessidades com a comodidade de não ter que ir ao banco toda hora, depois que instalei o aplicativo só vou ao banco para realizar saque e imprimir comprovantes de pagamentos."
1,Muitas facilidades para os usuários.
1,Cumpre o que promete
1,Prático e seguro
1,Adoro este aplicativo
1,Ótimo show de bola
1,Bao
1,"Muito bom, útil"
1,Super prático.
1,Ótimo
1,Amei. Super útil é prático
1,Jóia
1,App Very good😍😍😍😍😍
1,Muito útil
1,Maravilhoso
1,Muito bom!
1,Bom
1,"Ótimo para minha consulta, não preciso ficar indo ao banco direto muito bom o aplicativo."
1,Bom
1,Topppeee
1,Ótimo
1,Cada vez evoluindo para melhor.
1,Muito bom e completo
1,Mto bom...
1,Muito prático e rápido!! Vale a pena conferir os benefícios!!!!!
1,Este aplicativo me ajuda muito.
1,Resolvo tudo através do app com orientação da minha gerente e respectiva assistente que são ótimas.
1,muito bom
1,App de parabéns .
1,Ótimo! Excelente!
1,App muito bom...
1,Rapido e fácil...muito bom!!!
1,Muito bom
1,Achei bom muito bom
1,Show!!
1,Prático e bem acessível.
1,Excelente
1,"O melhor aplicativo de banco que conheci, super funcional"
1,"Ele é um ótimo app, mas apenas para checar a movimentação de sua conta e fazer pagamentos."
1,Atende bem minhas necessidades.
1,"Infelizmente algumas funcionalidades adicionadas não funcionam, como o acesso biométrico."
1,Bom
1,Muito bom recomendo
1,Amo! Já tive no moto g 2 e agora o lenovo vibe c2 e funciona super bem! Indico.
1,Excelente e prático!
1,Muito bom!
1,show
1,Bom
1,adoro o app
1,Muito ultil e pratico
1,Parabéns é ótimo
1,"Excelente APP, uso diariamente."
1,Muito bom.
1,Sempre usei é o melhor com certeza
1,Leo10
1,"App muito bom, gostei muito!"
1,Aplicativo utilissímo e mto prático. Ótima apresentação. Seguro.
1,Top
1,Estou começando a usar
1,Muito bom
1,ainda estou avaliando...
1,"Adorei esse aplicativo, muito prático!!!!"
1,Ajuda muito no dia a dia
1,Adorei
1,Deveria ser gratuito todas opçoes
1,Recomendo! Parabéns Ditec.
1,Muito bom gostei muito
1,"Muito bom, eficiente"
1,Muito bom
1,Top de mais.
1,Ótimo
1,Otimo
1,Muito bom
1,Bom
1,Facilita minha vida..
1,Bom aplicativo
1,Poderia melhorar
1,Muito bom. E prático
1,No meu celular fuciona perfeitamente
1,Atualizem os windows
1,"Gostei bastante, esse aplicativo ajuda de mais..."
1,Facilita muito resolver sem precisar sair de casa
1,Top 👌
1,Parabėns
1,Para o que eu preciso esse aplicativo corresponde muito bem
1,Muito bom mesmo gostei muito deste aplicativo
1,Muito bom
1,Muito bom
1,Funciona muito bem! Satisfeito!
1,Pra mim que vivo sem tempo de ir ao banco foi simplesmente perfeito
1,Otimo
1,Muito bom
1,Muito Bom! Parabéns
1,muito útil!
1,Melhor do que o proprio Banco que aqui em minha cidade é horrível parabens uso 24 horas por dia depois desse aplicativo nao preciso mais ir na agencia.bom demais
1,Uma mão na roda...... Excelente
1,Ajuda no dia dia
1,"Rápido,confiavel e prático"
1,"Muito bom incrível, estão de parabéns."
1,Showw
1,Funciona super bem no lg x style
1,Útil no dia a dia...
1,Muito bom
1,Show
1,Facilita demais a vida!
1,Excelente poder ter minha conta no smartphone...
1,"Ótima ferramenta, facilita a vida e é muito segura."
1,Ótimo app
1,Me ajuda bastante pra eu ficar acompanhando minhas faturas
1,"Muito bom, é muito útil e prático"
1,App muito bom
1,Ótimo aplicativo
1,Ótimo APP
1,Ótimo.
1,Muito bom
1,Bom
1,Gostei muito facilita minha vida
1,Bom
1,É prático e muito fácil de utilizar.
1,"O aplicativo facilita em muito a minha vida, ainda mais depois que minha agência foi assaltada e funciona parcialmente."
1,"O aplicativo atende as minhas necessidades. Facilita muito o dia a dia. Faço minhas transações pelo aplicativo, não preciso pegar filas. Rsrsrs"
1,Aplicativo muito útil.
1,APP muito bom
1,Lucy
1,Muito bom
1,Excelente
1,Legal
1,Bom app
1,"Muito fácil o uso. Muito seguro, ao menos até hoje...rs...!"
1,Gostei muito economizo tempo nele
1,Excelente!!!
1,E bom o ap.
1,Top
1,"Funcional, simples e seguro!"
1,BB
1,Muito Bom!
1,"Bom, mas tem sido muito lento nos últimos meses."
1,"Excelente,agora é possível monitorar as finanças."
1,"Com o app do Banco do Brasil tenho o banco no celular. Só vou a agência em 
situações que demandem assinatura. Excelente."
1,Agilizou minha vida
1,App perfeito
1,"Gostei bastante muito prático e util, funciona muito bem."
1,Muito bom!!!
1,Bom
1,Com o aplicativo tenho os banco 24 todos os dia...
1,Excelente
1,Fácil manuseio e seguro. Prático.
1,Prático
1,"Aplicativo muito bom,superou as expectativas..."
1,"Muito bom,é praticamente um banco completo,só não sei 5 estrelas pq em caso de alguma dúvida,eles demoram um pouco pra responder,fora isso é tudo rápido e prático"
1,"O aplicativo é bom mais so tem um problema quando vai para enviar as fotos 
do documento para fazer o upgrade na conta ele só fica travando e dando erro"
1,Um app maravilhoso que me satisfaz muito parabéns o banco do brasil
1,Ajuda muito no dia a dia.
1,Ótimo aplicativo. Funcional e eficiente. Recomendo.
1,Acho bem prático
1,Muito útil
1,"Aplicativo muito prático, aprovei"
1,Melhor App!!!!
1,Ir ao banco 🤘
1,Para ações do dia-a-dia o app facilita muito a vida. Eu me poupo de muitas idas ao banco e tempo em filas. Única coisa até agora que tentei e não consegui foi cancelamento e pedido de novo cartão.
1,Gostei muito  eficiente
1,"Otimo,prático,muito bom mesmo!!!"
1,Muito bom
1,Aoo excelente
1,Mil
1,Em comentário  muito bom acho que se melhorar estraga adorei
1,Prático e eficiente. Uso diariamente sem problemas. Tornou-se muito mais prático com outros serviços de segurança oferecido. Excelente.
1,Óptimo
1,muito bem desenvolvido..e simples de usar..nunca tive dor de cabeça com ele.
1,Muito bom
1,Está dando erro na biometria e tento entrar com a senha e da inválida! Não aparece a opção trocar ou esqueci a senha.
1,"Bem interativo, ágil e moderno. Gostei"
1,Muito bom trem tudo q preciso! mto prático vale a pena tê-lo
